date,nasdaq,yahoo,split,div,rn,ry,ecart_r,ratio_prix,titre
2023-05-04,124.88,124.87999725341795,0.0,0.0,0.005798969072164928,0.005798917284731919,5.178743300859878e-08,0.9999999780062296,PLD
2023-05-05,127.25,127.25,0.0,0.0,0.01897821909032671,0.018978241501500293,-2.2411173583591903e-08,1.0,PLD
2023-05-08,127.37,127.37000274658205,0.0,0.0,0.0009430255402751442,0.0009430471244169514,-2.1584141807196033e-08,1.0000000215638065,PLD
2023-05-09,125.92,125.91999816894533,0.0,0.0,-0.01138415639475543,-0.011384192088946365,3.569419093629733e-08,0.9999999854585874,PLD
2023-05-10,128.08,128.0800018310547,0.0,0.0,0.01715374841169015,0.017153777743955434,-2.9332265283343872e-08,1.0000000142961796,PLD
2023-05-11,125.74,125.73999786376952,0.0,0.0,-0.018269831355403054,-0.018269862069269616,3.07138665611717e-08,0.9999999830107327,PLD
2023-05-12,125.17,125.16999816894533,0.0,0.0,-0.004533163671067264,-0.004533161321043977,-2.350023287078784e-09,0.9999999853714574,PLD
2023-05-15,125.28,125.27999877929688,0.0,0.0,0.0008788048254373404,0.0008788097144738494,-4.889036508970435e-09,0.9999999902562011,PLD
2023-05-16,121.25,121.25,0.0,0.0,-0.032167943805874843,-0.032167934375513796,-9.43036104761319e-09,1.0,PLD
2023-05-17,122.7,122.6999969482422,0.0,0.0,0.011958762886598029,0.011958737717461476,2.516913655270514e-08,0.9999999751282983,PLD
2023-05-18,122.06,122.05999755859376,0.0,0.0,-0.005215973920130401,-0.005215969075520022,-4.844610379528547e-09,0.9999999799983104,PLD
2023-05-19,123.06,123.05999755859376,0.0,0.0,0.008192692118630163,0.008192692282497971,-1.6386780821164848e-10,0.9999999801608465,PLD
2023-05-22,124.23,124.2300033569336,0.0,0.0,0.009507557289127222,0.00950760459573985,-4.730661262719593e-08,1.0000000270219238,PLD
2023-05-23,123.54,123.54000091552734,0.0,0.0,-0.005554213957981169,-0.005554233460203339,1.9502222170508787e-08,1.0000000074107767,PLD
2023-05-24,121.02,121.0199966430664,0.0,0.0,-0.02039825157843622,-0.02039828601089322,3.443245699674691e-08,0.9999999722613321,PLD
2023-05-25,121.98,121.9800033569336,0.0,0.0,0.00793257312840856,0.007932628825785049,-5.569737648869477e-08,1.0000000275203607,PLD
2023-05-26,124.95,124.9499969482422,0.0,0.0,0.024348253812100262,0.024348200603158787,5.3208941475091365e-08,0.999999975576168,PLD
2023-05-30,124.31,124.30999755859376,0.0,0.0,-0.005122048819527825,-0.005122044059861386,-4.759666438758359e-09,0.9999999803603392,PLD
2023-05-31,124.55,124.5500030517578,0.0,0.0,0.0019306572278978695,0.001930701455053141,-4.422715527141463e-08,1.0000000245022707,PLD
2023-06-01,122.64,122.63999938964844,0.0,0.0,-0.01533520674427935,-0.01533523577125595,2.9026976600121657e-08,0.999999995023226,PLD
2023-06-02,124.92,124.91999816894533,0.0,0.0,0.018590998043052753,0.01859098818202809,9.861024663493367e-09,0.9999999853421816,PLD
2023-06-05,124.63,124.62999725341795,0.0,0.0,-0.0023214857508806475,-0.0023214931138180184,7.362937370913869e-09,0.9999999779621115,PLD
2023-06-06,125.83,125.83000183105467,0.0,0.0,0.00962850036106877,0.009628537303075335,-3.694200656489954e-08,1.0000000145518133,PLD
2023-06-07,128.06,128.05999755859375,0.0,0.0,0.017722323770166026,0.017722289558043336,3.421212269039131e-08,0.9999999809354502,PLD
2023-06-08,124.91,124.91000366210938,0.0,0.0,-0.024597844760268717,-0.024597797567839974,-4.719242874262619e-08,1.000000029317984,PLD
2023-06-09,121.31,121.30999755859376,0.0,0.0,-0.028820750940677264,-0.028820798959016014,4.801833874967798e-08,0.9999999798746497,PLD
2023-06-12,119.62,119.62000274658205,0.0,0.0,-0.013931250515208937,-0.013931208029209885,-4.248599905221084e-08,1.0000000229608932,PLD
2023-06-13,121.35,121.3499984741211,0.0,0.0,0.014462464470824221,0.014462428421809115,3.604901510634306e-08,0.9999999874258022,PLD
2023-06-14,122.27,122.2699966430664,0.0,0.0,0.007581376184589983,0.007581361190882152,1.4993707830868175e-08,0.9999999725449121,PLD
2023-06-15,121.72,121.72000122070312,0.0,0.87,-0.004498241596466834,-0.004498204281209284,-3.731525755057419e-08,1.0000000100287803,PLD
2023-06-16,122.63,122.62999725341795,0.0,0.0,0.007476174827472759,0.007476142158960641,3.266851211769506e-08,0.9999999776026907,PLD
2023-06-20,120.84,120.83999633789062,0.0,0.0,-0.014596754464649697,-0.014596762257347629,7.792697931385817e-09,0.99999996969456,PLD
2023-06-21,120.69,120.69000244140624,0.0,0.0,-0.0012413108242304016,-0.0012412603527807153,-5.0471449686284586e-08,1.0000000202287367,PLD
2023-06-22,118.66,118.66000366210938,0.0,0.0,-0.01681995194299446,-0.01681994148837973,-1.0454614729482614e-08,1.0000000308622061,PLD
2023-06-23,116.9,116.9000015258789,0.0,0.0,-0.01483229394909824,-0.014832311494293982,1.754519574070912e-08,1.0000000130528564,PLD
2023-06-26,119.01,119.01000213623048,0.0,0.0,0.018049615055603097,0.01804962004114663,-4.985543533564396e-09,1.0000000179500081,PLD
2023-06-27,120.87,120.87000274658205,0.0,0.0,0.015628938744643328,0.015628943592677302,-4.848033974269583e-09,1.0000000227234387,PLD
2023-06-28,120.6,120.5999984741211,0.0,0.0,-0.0022338049143708627,-0.00223384021118167,3.5296810807494694e-08,0.9999999873476044,PLD
2023-06-29,121.5,121.5,0.0,0.0,0.007462686567164312,0.007462699313980803,-1.2746816491215895e-08,1.0,PLD
2023-06-30,122.63,122.62999725341795,0.0,0.0,0.009300411522633611,0.00930038891702023,2.260561338118805e-08,0.9999999776026907,PLD
2023-07-03,123.85,123.8499984741211,0.0,0.0,0.009948625947973522,0.009948636125155952,-1.0177182430126663e-08,0.9999999876796213,PLD
2023-07-05,123.99,123.98999786376952,0.0,0.0,0.0011303996770286595,0.0011303947628038546,4.91422480486392e-09,0.9999999827709454,PLD
2023-07-06,122.99,122.98999786376952,0.0,0.0,-0.008065166545689118,-0.00806516668464441,1.3895529171747967e-10,0.9999999826308604,PLD
2023-07-07,121.99,121.98999786376952,0.0,0.0,-0.008130742336775354,-0.008130742477999386,1.4122403246830117e-10,0.9999999824884788,PLD
2023-07-10,121.81,121.80999755859376,0.0,0.0,-0.0014755307812115426,-0.0014755333086960976,2.5274845549816405e-09,0.9999999799572593,PLD
2023-07-11,123.22,123.22000122070312,0.0,0.0,0.011575404318200366,0.011575434614314872,-3.0296114506001004e-08,1.0000000099066964,PLD
2023-07-12,125.24,125.23999786376952,0.0,0.0,0.016393442622950838,0.016393415217131224,2.7405819613690596e-08,0.9999999829429058,PLD
2023-07-13,126.95,126.9499969482422,0.0,0.0,0.013653784733312024,0.013653777656022825,7.077289199131087e-09,0.9999999759609468,PLD
2023-07-14,127.75,127.75,0.0,0.0,0.006301693580149648,0.006301717770690107,-2.4190540459656518e-08,1.0,PLD
2023-07-17,127.98,127.9800033569336,0.0,0.0,0.001800391389432443,0.00180041766679917,-2.6277366727001095e-08,1.000000026230142,PLD
