episode,serie,rendement,vol,seances
2007-10-09,P3_cons,-0.41483096252434604,0.44802868115243805,356
2007-10-09,P4_reeq,-0.445216256072413,0.4758116354494804,356
2007-10-09,P4_cons,-0.46094789752167054,0.4871695424798046,356
2007-10-09,P5_reeq,-0.5583170870668619,0.4293251723145612,356
2007-10-09,P5_cons,-0.5624845760529266,0.44266058637701317,356
2007-10-09,P6_reeq,-0.4203173626108426,0.3260326284176552,356
2007-10-09,P6_cons,-0.41675123441929807,0.3348747573244033,356
2007-10-09,P7_reeq,-0.535312437527767,0.408772704712484,356
2007-10-09,P7_cons,-0.5302246947859104,0.4171519908930345,356
2007-10-09,P8_reeq,-0.5171235068889666,0.5411430129402443,356
2007-10-09,P8_cons,-0.521051840310724,0.58903507704071,356
2007-10-09,P9_reeq,-0.5105509399240318,0.48661976719555333,356
2007-10-09,P9_cons,-0.4466772153410893,0.6362507207747313,356
2007-10-09,GSPC,-0.5677538774277282,0.38005943685100435,356
2007-10-09,RSP,-0.5891597977501262,0.3970138684137396,356
2007-10-09,SP500TR,-0.5525024106969595,0.3800431237610929,356
2007-10-09,SPXEW,-0.5996939302330297,0.4089598420385886,356
2007-10-09,SPY,-0.5492166646241935,0.3752989163617004,356
2018-09-20,P1_reeq,-0.18511049775012,0.20610539494132768,66
2018-09-20,P1_cons,-0.22321435599343786,0.22956362479059114,66
2018-09-20,P10_reeq,-0.2639952105237007,0.21409467634918272,66
2018-09-20,P10_cons,-0.37135361810265144,0.33717330425385145,66
2018-09-20,P2_reeq,-0.20511005894333623,0.23642970177234857,66
2018-09-20,P2_cons,-0.22314306058856903,0.2616393242868904,66
2018-09-20,P3_reeq,-0.09868407569607407,0.1517429036679142,66
2018-09-20,P3_cons,-0.22799770289361487,0.231782490955503,66
2018-09-20,P4_reeq,-0.16183581286419246,0.30426392632653554,66
2018-09-20,P4_cons,-0.16808916937886265,0.3532697461390413,66
2018-09-20,P5_reeq,-0.2625286748516281,0.3271101573102673,66
2018-09-20,P5_cons,-0.30994734601857976,0.37722112221023013,66
2018-09-20,P6_reeq,-0.0030386273735552027,0.16941925580390155,66
2018-09-20,P6_cons,-0.005654028588983007,0.16898950939234483,66
2018-09-20,P7_reeq,-0.21716681781885272,0.23204969682183313,66
2018-09-20,P7_cons,-0.20391574730778905,0.2351877434961392,66
2018-09-20,P8_reeq,-0.10364578328076912,0.2162471588471041,66
2018-09-20,P8_cons,-0.09600738918379748,0.227411627120787,66
2018-09-20,P9_reeq,-0.20626092230617932,0.29342662941742803,66
2018-09-20,P9_cons,-0.19745983347801188,0.27589370963947285,66
2018-09-20,GSPC,-0.19778210435681998,0.20741782238615517,66
2018-09-20,RSP,-0.19482169797825355,0.18402906624440454,66
2018-09-20,SP500TR,-0.19363489814736556,0.20751946495597384,66
2018-09-20,SPXEW,-0.17992415879553225,0.18709983887225967,63
2018-09-20,SPY,-0.1908671944975182,0.20308373853106662,66
2020-02-19,P1_reeq,-0.36751262153680386,0.8365956381999036,24
2020-02-19,P1_cons,-0.37785534786189456,0.8403465511864269,24
2020-02-19,P10_reeq,-0.4408580060955185,0.9812158240614872,24
2020-02-19,P10_cons,-0.5002319112661724,1.0480931504447577,24
2020-02-19,P2_reeq,-0.35704874104818085,0.8406901778203018,24
2020-02-19,P2_cons,-0.3594231282128988,0.8492430113572687,24
2020-02-19,P3_reeq,-0.41267444752602367,0.8377281932963758,24
2020-02-19,P3_cons,-0.4556119425080639,0.8318934323849987,24
2020-02-19,P4_reeq,-0.3156593850616599,0.7838116789164372,24
2020-02-19,P4_cons,-0.32783719866532024,0.7744419368762869,24
2020-02-19,P5_reeq,-0.33324061879067357,0.917173750648064,24
2020-02-19,P5_cons,-0.34846058698585014,1.0044443989505307,24
2020-02-19,P6_reeq,-0.3674501868311173,0.8538638978737563,24
2020-02-19,P6_cons,-0.36129603315126213,0.8463833380969162,24
2020-02-19,P7_reeq,-0.395324906895567,0.7876968219442295,24
2020-02-19,P7_cons,-0.38719453295889883,0.7780860757270649,24
2020-02-19,P8_reeq,-0.3316268547961928,0.8769838007076523,24
2020-02-19,P8_cons,-0.3312444051936809,0.895019364018373,24
2020-02-19,P9_reeq,-0.36787742991762007,0.914109567979848,24
2020-02-19,P9_cons,-0.3489995760918311,0.8880634365733816,24
2020-02-19,GSPC,-0.3392496000265326,0.7983529389342757,24
2020-02-19,RSP,-0.39004041560528735,0.7955271610000892,24
2020-02-19,SP500TR,-0.33790463651871716,0.7984244968862229,24
2020-02-19,SPXEW,-0.3913812395980425,0.7977446168953505,24
2020-02-19,SPY,-0.3368918857462416,0.7662942024071242,24
2022-01-03,P1_reeq,-0.19652750429031973,0.2414628393182981,196
2022-01-03,P1_cons,-0.2798396303868167,0.32669864718360225,196
2022-01-03,P10_reeq,0.07270847722349183,0.2775769496104952,196
2022-01-03,P10_cons,0.3316506466672797,0.36868682319617224,196
2022-01-03,P2_reeq,-0.23806809588639943,0.26538196425647603,196
2022-01-03,P2_cons,-0.35178723870770956,0.35531887935694273,196
2022-01-03,P3_reeq,-0.012248871123526461,0.2022687692530502,196
2022-01-03,P3_cons,0.2525910395830442,0.30043043278141945,196
2022-01-03,P4_reeq,-0.40334901517170996,0.35369833627464714,196
2022-01-03,P4_cons,-0.4661468208406734,0.5061549663877694,196
2022-01-03,P5_reeq,-0.34342774484948246,0.33200713486495714,196
2022-01-03,P5_cons,-0.4408600102157728,0.43057021372815635,196
2022-01-03,P6_reeq,-0.061843626673102725,0.208467378147916,196
2022-01-03,P6_cons,-0.07130189478245963,0.21007372262985854,196
2022-01-03,P7_reeq,-0.17844891976058064,0.24567477086508427,196
2022-01-03,P7_cons,-0.2480738735828596,0.28139369607077874,196
2022-01-03,P8_reeq,-0.3107957552494637,0.2600008994900925,196
2022-01-03,P8_cons,-0.34418756263697925,0.25637357999553134,196
2022-01-03,P9_reeq,-0.2608690961604577,0.36513255785184173,196
2022-01-03,P9_cons,-0.3376968528258607,0.36079878596967463,196
2022-01-03,GSPC,-0.25425096619230414,0.24111331117775067,196
2022-01-03,RSP,-0.20187240002701567,0.22467719234405445,196
2022-01-03,SP500TR,-0.24491639800148068,0.24110461872421343,196
2022-01-03,SPXEW,-0.21326281227998167,0.22775137010025887,196
2022-01-03,SPY,-0.2441041552036498,0.24106243319728748,196
2025-02-19,P1_reeq,-0.2136978056237585,0.3206638824567679,35
2025-02-19,P1_cons,-0.2810370809536028,0.4942369517216226,35
2025-02-19,P10_reeq,-0.16865321584497672,0.33407145149694084,35
2025-02-19,P10_cons,-0.2056278763941216,0.6185010321560548,35
2025-02-19,P2_reeq,-0.23898969451715923,0.3527916132102386,35
2025-02-19,P2_cons,-0.2962036334708045,0.49472796399148644,35
2025-02-19,P3_reeq,-0.09768975636901511,0.23028361481180137,35
2025-02-19,P3_cons,-0.18846538402148272,0.5573120913093195,35
2025-02-19,P4_reeq,-0.26520778181981797,0.3827808415117713,35
2025-02-19,P4_cons,-0.389172405254961,0.7125765388314682,35
2025-02-19,P5_reeq,-0.3223062343999803,0.46885385021254034,35
2025-02-19,P5_cons,-0.3157414853612479,0.5815878430262529,35
2025-02-19,P6_reeq,-0.08399097867923144,0.2224821540722974,35
2025-02-19,P6_cons,-0.19063023039016813,0.31878805582452874,35
2025-02-19,P7_reeq,-0.19019882566786017,0.3394481216243374,35
2025-02-19,P7_cons,-0.21651476671598513,0.40555601519176476,35
2025-02-19,P8_reeq,-0.1417865466385856,0.2456911581798168,35
2025-02-19,P8_cons,-0.16644142841321674,0.2812242116841311,35
2025-02-19,P9_reeq,-0.2770544105219226,0.39616114316233236,35
2025-02-19,P9_cons,-0.26153096115962415,0.379200470088268,35
2025-02-19,GSPC,-0.18902206184283998,0.2677830399701918,35
2025-02-19,RSP,-0.1590407145292816,0.2443125633490408,35
2025-02-19,SP500TR,-0.18747118172440447,0.26775356167777786,35
2025-02-19,SPXEW,-0.16212317434475565,0.2461946162251655,35
2025-02-19,SPY,-0.18722200424307522,0.26668987745647205,35
