serie,titre,poids,contribution,part_du_risque,rang
P1_cons,SRE,0.0017006807411275512,2.517307894784088e-05,6.141985457411917e-05,93
P1_cons,CSCO,0.00023206957398030014,2.3456315695744395e-05,5.723111987462378e-05,94
P1_cons,EQIX,0.0003097579398710043,2.1268961769262796e-05,5.189418988107798e-05,95
P1_cons,SLB,0.0002683152017635506,1.8329685029071062e-05,4.4722641644577826e-05,96
P1_cons,ITW,0.0010937023047485584,1.763683719462872e-05,4.303216058258235e-05,97
P1_cons,WMB,0.0007300822477782116,1.6981737727346716e-05,4.143378185046882e-05,98
P1_cons,DOW,0.0007091533095743144,1.4340449592678455e-05,3.498929671395415e-05,99
P1_cons,PEG,0.0008997361506584783,1.2770406983470042e-05,3.115854605637428e-05,100
P1_cons,PLD,0.0014900036418181032,1.085069792705102e-05,2.6474643411243576e-05,101
P1_cons,HAL,0.00022702676115766898,9.77494898226247e-06,2.3849921028889076e-05,102
P1_cons,HD,0.0006238365245085266,8.754647958327065e-06,2.1360486159130625e-05,103
P1_cons,APD,0.001356582503124488,8.028714543690572e-06,1.958927951214669e-05,104
P1_cons,AKAM,2.5061455842924486e-05,4.2190619085328475e-06,1.0294099080935801e-05,105
P1_cons,AEP,0.0008756083226141323,4.202094262873374e-06,1.0252699682354904e-05,106
P1_cons,AES,4.738579019648165e-05,3.684758823999406e-06,8.990451727406088e-06,107
P1_cons,IBM,0.00030713683270963666,-8.471198491661127e-07,-2.0668897138264076e-06,108
P1_cons,ECL,0.0015207147822359451,-2.4985226844244148e-06,-6.096151378441043e-06,109
P1_cons,LDOS,0.0009088689055287498,-5.503095171768759e-06,-1.3427014862103908e-05,110
P1_cons,KMI,0.000530882167443401,-7.922779607794093e-06,-1.933080861271631e-05,111
P1_cons,XEL,0.0008449030222826698,-8.452796276681178e-06,-2.062399753062164e-05,112
P1_cons,FE,0.0004992371992729431,-8.758127275380368e-06,-2.1368975352998165e-05,113
P1_cons,CMS,0.0003895928309839695,-1.0462298392663747e-05,-2.5526986473125245e-05,114
P1_cons,DTE,0.0011400006744851673,-1.0538381038019464e-05,-2.5712620698602586e-05,115
P1_cons,CNP,0.000490979568110156,-1.0681325728392224e-05,-2.606139178508863e-05,116
P1_cons,AEE,0.0007502469355277623,-1.1233528469058437e-05,-2.740871255174669e-05,117
P1_cons,PPL,0.0007428320415115489,-1.1976320445058275e-05,-2.922105244228065e-05,118
P1_cons,EVRG,0.0011629172553639896,-1.2315193881651517e-05,-3.0047870537822918e-05,119
P1_cons,CBRE,0.002455640847896589,-1.3723565081268748e-05,-3.348415874261907e-05,120
P1_cons,NDAQ,0.001853797208547989,-1.6629795412818455e-05,-4.0575076968892994e-05,121
P1_cons,D,0.0007404894333706938,-1.7320409066808323e-05,-4.226010684874394e-05,122
P1_cons,LNT,0.001082159494812607,-2.0323721605530004e-05,-4.958789618079686e-05,123
P1_cons,PNW,0.0007343285134340141,-2.3396865768776533e-05,-5.7086067857889e-05,124
P1_cons,SBAC,0.0008735441144487101,-2.488032001648458e-05,-6.070555136844314e-05,125
P1_cons,DUK,0.0006713769447531687,-3.1979962704221856e-05,-7.802798627251486e-05,126
P1_cons,WEC,0.0018626696785483444,-3.346041473361633e-05,-8.164014466353946e-05,127
P1_cons,AMT,0.0006236042667179487,-3.642759667153467e-05,-8.887977885765258e-05,128
P1_cons,BRK-B,0.0010968637845666694,-4.07298149400313e-05,-9.937677133698717e-05,129
P1_cons,L,0.001003914364916305,-4.123390441061561e-05,-0.00010060670042272932,130
P1_cons,CVX,0.0009598074761182124,-4.5831807644141136e-05,-0.00011182513534418465,131
P1_cons,SO,0.0014682351535540057,-5.522884132057978e-05,-0.00013475297992890384,132
P1_cons,O,0.0018442995932695858,-5.696862967852729e-05,-0.00013899789363835878,133
P1_cons,ACN,0.0015006934683001714,-0.0001789810260233499,-0.00043669622665779104,134
P1_cons,NOW,0.007075867966317578,-0.0005417044100821225,-0.0013217058651562644,135
