fichier,test,date,detail
CRH.csv,prix fige,1997-09-25,10.6500
CRH.csv,prix fige,1997-09-29,11.2000
CRH.csv,prix fige,1997-10-02,11.6500
CRH.csv,prix fige,1997-10-03,11.6500
CRH.csv,prix fige,1997-10-14,12.1000
CRH.csv,prix fige,1997-10-16,12.5000
CRH.csv,prix fige,1997-10-17,12.5000
CRH.csv,prix fige,1997-10-23,12.3000
CRH.csv,prix fige,1997-10-24,12.3000
CRH.csv,prix fige,1997-10-31,12.0250
CRH.csv,prix fige,1997-11-06,12.2500
CRH.csv,prix fige,1997-11-11,12.2500
CRH.csv,prix fige,1997-11-12,12.2500
CRH.csv,prix fige,1997-11-19,11.9500
CRH.csv,prix fige,1997-11-20,11.9500
CRH.csv,prix fige,1997-11-21,11.9500
CRH.csv,prix fige,1997-11-24,11.9500
CRH.csv,prix fige,1997-11-25,11.9500
CRH.csv,prix fige,1997-11-26,11.9500
CRH.csv,prix fige,1997-12-01,11.9000
CRH.csv,prix fige,1997-12-02,11.9000
CRH.csv,prix fige,1997-12-03,11.9000
CRH.csv,prix fige,1997-12-04,11.9000
CRH.csv,prix fige,1997-12-18,11.8750
CRH.csv,prix fige,1997-12-19,11.8750
CRH.csv,prix fige,1997-12-22,11.8750
CRH.csv,prix fige,1997-12-24,11.7500
CRH.csv,prix fige,1997-12-26,11.7500
CRH.csv,prix fige,1997-12-30,11.7500
CRH.csv,prix fige,1998-01-07,11.9000
CRH.csv,prix fige,1998-01-09,12.1000
CRH.csv,prix fige,1998-01-12,12.1000
CRH.csv,prix fige,1998-01-14,11.8000
CRH.csv,prix fige,1998-01-22,12.0000
CRH.csv,prix fige,1998-01-26,12.0000
CRH.csv,prix fige,1998-02-02,12.0000
CRH.csv,prix fige,1998-02-04,12.4000
CRH.csv,prix fige,1998-02-05,12.4000
CRH.csv,prix fige,1998-02-13,12.0000
CRH.csv,prix fige,1998-02-18,12.1500
CRH.csv,prix fige,1998-02-20,12.1500
CRH.csv,prix fige,1998-03-19,15.2750
CRH.csv,prix fige,1998-03-25,15.2500
CRH.csv,prix fige,1998-04-14,14.9000
CRH.csv,prix fige,1998-04-23,15.0000
CRH.csv,prix fige,1998-05-04,14.6000
CRH.csv,prix fige,1998-05-06,14.8000
CRH.csv,prix fige,1998-05-22,15.4000
CRH.csv,prix fige,1998-06-01,14.8500
CRH.csv,prix fige,1998-06-04,14.7000
CRH.csv,prix fige,1998-06-30,14.7000
CRH.csv,prix fige,1998-07-13,14.6000
CRH.csv,prix fige,1998-07-16,15.1000
CRH.csv,prix fige,1998-07-22,15.2000
CRH.csv,prix fige,1998-07-23,15.2000
CRH.csv,prix fige,1998-07-24,15.2000
CRH.csv,prix fige,1998-07-27,15.2000
CRH.csv,prix fige,1998-08-18,12.3500
CRH.csv,prix fige,1998-09-03,11.5000
CRH.csv,prix fige,1998-10-23,13.5000
CRH.csv,prix fige,1998-11-19,15.5000
CRH.csv,prix fige,1998-11-27,15.7500
CRH.csv,prix fige,1998-12-28,18.0000
CRH.csv,prix fige,1999-05-26,17.7500
D.csv,prix fige,1983-05-20,5.0000
DTE.csv,seance sans transaction,1963-01-15,
DTE.csv,prix fige,1963-01-16,27.2340
ECL.csv,prix fige,1975-04-11,2.1484
ECL.csv,prix fige,1975-08-04,1.8047
ECL.csv,prix fige,1976-05-04,1.5625
ECL.csv,prix fige,1978-12-20,1.3438
ECL.csv,prix fige,1981-08-10,1.3672
EME.csv,prix fige,1995-01-11,1.3438
EME.csv,prix fige,1995-01-17,1.2500
EME.csv,prix fige,1995-01-18,1.2500
EME.csv,prix fige,1995-01-19,1.2500
EME.csv,prix fige,1995-01-24,1.0000
EME.csv,prix fige,1995-01-30,1.1562
EME.csv,prix fige,1995-02-02,1.2500
EME.csv,prix fige,1995-02-07,1.5000
EME.csv,prix fige,1995-02-10,1.6250
EME.csv,prix fige,1995-02-13,1.6250
EME.csv,prix fige,1995-02-14,1.6250
EME.csv,prix fige,1995-02-16,1.4062
EME.csv,prix fige,1995-02-17,1.4062
EME.csv,prix fige,1995-02-21,1.4062
EME.csv,prix fige,1995-02-22,1.4062
EME.csv,prix fige,1995-02-23,1.4062
EME.csv,prix fige,1995-02-24,1.4062
EME.csv,prix fige,1995-02-27,1.4062
EME.csv,prix fige,1995-02-28,1.4062
EME.csv,prix fige,1995-03-01,1.4062
EME.csv,prix fige,1995-03-03,1.4688
EME.csv,prix fige,1995-03-07,1.4375
EME.csv,prix fige,1995-03-08,1.4375
EME.csv,prix fige,1995-03-10,1.4062
EME.csv,prix fige,1995-03-13,1.4062
EME.csv,prix fige,1995-03-15,1.2812
EME.csv,prix fige,1995-03-16,1.2812
EME.csv,prix fige,1995-03-21,1.2812
EME.csv,prix fige,1995-03-22,1.2812
EME.csv,prix fige,1995-03-24,1.2969
EME.csv,prix fige,1995-03-27,1.2969
EME.csv,prix fige,1995-03-28,1.2969
EME.csv,prix fige,1995-03-29,1.2969
EME.csv,prix fige,1995-04-04,1.2500
EME.csv,prix fige,1995-04-11,1.2188
EME.csv,prix fige,1995-04-12,1.2188
EME.csv,prix fige,1995-04-13,1.2188
EME.csv,prix fige,1995-04-19,1.3203
EME.csv,prix fige,1995-05-01,1.5938
EME.csv,prix fige,1995-05-08,1.8125
EME.csv,prix fige,1995-05-10,1.8438
EME.csv,prix fige,1995-05-17,1.8828
EME.csv,prix fige,1995-05-22,1.9688
EME.csv,prix fige,1995-05-23,1.9688
EME.csv,prix fige,1995-05-25,2.0000
EME.csv,prix fige,1995-05-26,2.0000
EME.csv,prix fige,1995-05-30,2.0000
EME.csv,prix fige,1995-06-06,2.0625
EME.csv,prix fige,1995-06-08,2.0000
EME.csv,prix fige,1995-06-13,2.0625
EME.csv,prix fige,1995-06-15,2.0000
EME.csv,prix fige,1995-06-20,2.0625
EME.csv,prix fige,1995-06-22,2.0625
EME.csv,prix fige,1995-06-27,1.9062
EME.csv,prix fige,1995-07-03,2.0156
EME.csv,prix fige,1995-07-05,2.0156
EME.csv,prix fige,1995-07-07,2.0000
EME.csv,prix fige,1995-07-11,1.9062
EME.csv,prix fige,1995-07-14,1.8750
EME.csv,prix fige,1995-07-19,1.9062
EME.csv,prix fige,1995-07-25,2.0000
EME.csv,prix fige,1995-07-26,2.0000
EME.csv,prix fige,1995-07-28,2.0625
EME.csv,prix fige,1995-07-31,2.0625
EME.csv,prix fige,1995-08-03,1.9375
EME.csv,prix fige,1995-08-04,1.9375
EME.csv,prix fige,1995-08-07,1.9375
EME.csv,prix fige,1995-08-08,1.9375
EME.csv,prix fige,1995-08-21,1.9062
EME.csv,prix fige,1995-08-22,1.9062
EME.csv,prix fige,1995-09-18,2.0469
EME.csv,prix fige,1995-09-25,2.1406
EME.csv,prix fige,1995-10-04,2.3750
EME.csv,prix fige,1995-10-09,2.3750
EME.csv,prix fige,1995-10-12,2.3438
EME.csv,prix fige,1995-10-17,2.3438
EME.csv,prix fige,1995-10-18,2.3438
EME.csv,prix fige,1995-10-23,2.0938
EME.csv,prix fige,1995-11-02,2.0625
EME.csv,prix fige,1995-11-06,2.0312
EME.csv,prix fige,1995-11-16,2.3594
EME.csv,prix fige,1995-11-24,2.3438
EME.csv,prix fige,1995-12-01,2.3125
EME.csv,prix fige,1995-12-13,2.3125
EME.csv,prix fige,1995-12-20,2.3438
EME.csv,prix fige,1995-12-26,2.3438
EME.csv,prix fige,1996-04-23,3.3750
EME.csv,prix fige,1996-09-05,3.7500
EME.csv,prix fige,1996-09-23,3.7500
EME.csv,prix fige,1996-10-04,3.7500
EME.csv,prix fige,1996-10-16,3.7188
EME.csv,prix fige,1996-11-19,3.4688
EME.csv,prix fige,1996-11-27,3.4062
EME.csv,prix fige,1996-12-09,3.4688
EME.csv,prix fige,1997-01-10,3.2500
EME.csv,prix fige,1997-02-27,4.2500
EME.csv,prix fige,1997-03-13,3.9062
EME.csv,prix fige,1997-03-25,3.6250
EME.csv,prix fige,1997-05-29,3.6016
EME.csv,prix fige,1997-06-23,4.0703
EME.csv,prix fige,1997-08-13,3.9375
EME.csv,prix fige,1997-11-18,4.9141
EME.csv,prix fige,1997-11-20,4.8750
EME.csv,prix fige,1997-12-22,4.9219
EME.csv,prix fige,1998-01-16,5.0000
EME.csv,prix fige,1998-08-10,4.6562
EME.csv,prix fige,1998-10-22,3.6875
EME.csv,prix fige,1998-12-11,4.1094
ETN.csv,prix fige,1975-04-11,1.2955
ETR.csv,prix fige,1975-04-11,6.5625
EVRG.csv,prix fige,1973-03-30,12.3125
EVRG.csv,prix fige,1973-05-29,12.0625
EVRG.csv,prix fige,1974-02-22,10.2500
EVRG.csv,prix fige,1975-04-11,8.0000
EVRG.csv,prix fige,1983-07-15,13.0625
FAST.csv,prix fige,1987-11-18,0.0319
FAST.csv,prix fige,1987-11-19,0.0319
FAST.csv,prix fige,1987-11-20,0.0319
FAST.csv,prix fige,1987-11-25,0.0345
FAST.csv,prix fige,1987-11-27,0.0345
FAST.csv,prix fige,1988-02-23,0.0436
FAST.csv,prix fige,1988-06-03,0.0566
FAST.csv,prix fige,1988-11-25,0.0723
FAST.csv,prix fige,1989-11-06,0.1113
FAST.csv,prix fige,1989-12-26,0.1113
FAST.csv,prix fige,1991-07-05,0.1797
FLEX.csv,prix fige,1994-08-04,0.9655
FLEX.csv,prix fige,1994-10-14,1.2128
FLEX.csv,prix fige,1995-02-24,1.4954
GD.csv,prix fige,1976-08-19,1.4688
GD.csv,prix fige,1980-11-05,4.2500
HAL.csv,seance sans transaction,1976-04-30,
HAL.csv,prix fige,1975-04-11,5.7578
HUBB.csv,seance sans transaction,1972-06-05,
HUBB.csv,seance sans transaction,1972-06-13,
HUBB.csv,seance sans transaction,1972-06-16,
HUBB.csv,seance sans transaction,1972-06-21,
HUBB.csv,seance sans transaction,1972-06-27,
HUBB.csv,seance sans transaction,1972-06-30,
HUBB.csv,seance sans transaction,1972-07-11,
HUBB.csv,seance sans transaction,1972-07-21,
HUBB.csv,seance sans transaction,1972-08-07,
HUBB.csv,seance sans transaction,1972-08-15,
HUBB.csv,seance sans transaction,1972-08-25,
HUBB.csv,seance sans transaction,1972-09-05,
HUBB.csv,seance sans transaction,1972-09-12,
HUBB.csv,seance sans transaction,1972-09-15,
HUBB.csv,seance sans transaction,1972-09-20,
HUBB.csv,seance sans transaction,1972-09-26,
HUBB.csv,seance sans transaction,1972-10-05,
HUBB.csv,seance sans transaction,1972-10-10,
HUBB.csv,seance sans transaction,1972-10-19,
HUBB.csv,seance sans transaction,1972-10-25,
HUBB.csv,seance sans transaction,1972-10-30,
HUBB.csv,seance sans transaction,1972-11-10,
HUBB.csv,seance sans transaction,1972-11-20,
HUBB.csv,seance sans transaction,1972-11-22,
HUBB.csv,seance sans transaction,1972-11-30,
HUBB.csv,seance sans transaction,1972-12-11,
HUBB.csv,seance sans transaction,1972-12-15,
HUBB.csv,seance sans transaction,1972-12-21,
HUBB.csv,seance sans transaction,1972-12-26,
HUBB.csv,seance sans transaction,1973-01-04,
HUBB.csv,seance sans transaction,1973-01-11,
HUBB.csv,seance sans transaction,1973-01-16,
HUBB.csv,seance sans transaction,1973-01-18,
HUBB.csv,seance sans transaction,1973-01-22,
HUBB.csv,seance sans transaction,1973-01-26,
HUBB.csv,seance sans transaction,1973-02-01,
HUBB.csv,seance sans transaction,1973-02-07,
HUBB.csv,seance sans transaction,1973-02-12,
HUBB.csv,seance sans transaction,1973-02-21,
HUBB.csv,seance sans transaction,1977-08-08,
HUBB.csv,seance sans transaction,1977-08-09,
HUBB.csv,seance sans transaction,1996-03-04,
HUBB.csv,seance sans transaction,1996-07-23,
HUBB.csv,seance sans transaction,1997-04-04,
HUBB.csv,seance sans transaction,1997-04-10,
HUBB.csv,seance sans transaction,1997-04-18,
HUBB.csv,seance sans transaction,1997-05-01,
HUBB.csv,seance sans transaction,1997-06-09,
HUBB.csv,seance sans transaction,1997-07-22,
HUBB.csv,seance sans transaction,1997-09-09,
HUBB.csv,seance sans transaction,2017-09-01,
HUBB.csv,prix fige,1972-07-03,3.7460
HUBB.csv,prix fige,1972-07-12,3.8737
HUBB.csv,prix fige,1972-07-24,3.8028
HUBB.csv,prix fige,1972-08-02,3.8028
HUBB.csv,prix fige,1972-08-16,3.9305
HUBB.csv,prix fige,1972-08-17,3.9305
HUBB.csv,prix fige,1972-08-28,4.0015
HUBB.csv,prix fige,1972-08-29,4.0015
HUBB.csv,prix fige,1972-08-30,4.0015
HUBB.csv,prix fige,1972-10-26,3.4764
HUBB.csv,prix fige,1972-10-31,3.4906
HUBB.csv,prix fige,1972-11-01,3.4906
HUBB.csv,prix fige,1972-11-13,3.5190
HUBB.csv,prix fige,1972-12-01,3.8170
HUBB.csv,prix fige,1972-12-04,3.8170
HUBB.csv,prix fige,1972-12-27,3.8312
HUBB.csv,prix fige,1972-12-29,3.8312
HUBB.csv,prix fige,1973-01-29,3.4197
HUBB.csv,prix fige,1973-01-30,3.4197
HUBB.csv,prix fige,1973-02-08,3.2919
HUBB.csv,prix fige,1973-02-22,3.2636
HUBB.csv,prix fige,1973-02-23,3.2636
HUBB.csv,prix fige,1973-02-26,3.2636
HUBB.csv,prix fige,1973-02-27,3.2636
HUBB.csv,prix fige,1973-02-28,3.2636
HUBB.csv,prix fige,1973-03-01,3.2636
HUBB.csv,prix fige,1973-03-02,3.2636
HUBB.csv,prix fige,1973-03-05,3.2636
HUBB.csv,prix fige,1973-03-06,3.2636
HUBB.csv,prix fige,1973-03-07,3.2636
HUBB.csv,prix fige,1973-03-08,3.2636
HUBB.csv,prix fige,1973-03-09,3.2636
HUBB.csv,prix fige,1973-03-12,3.2636
HUBB.csv,prix fige,1973-03-13,3.2636
HUBB.csv,prix fige,1973-03-14,3.2636
HUBB.csv,prix fige,1973-03-15,3.2636
HUBB.csv,prix fige,1973-03-16,3.2636
HUBB.csv,prix fige,1973-03-19,3.2636
HUBB.csv,prix fige,1973-03-20,3.2636
HUBB.csv,prix fige,1973-03-21,3.2636
HUBB.csv,prix fige,1973-03-22,3.2636
HUBB.csv,prix fige,1973-03-23,3.2636
HUBB.csv,prix fige,1973-03-26,3.2636
HUBB.csv,prix fige,1973-03-27,3.2636
HUBB.csv,prix fige,1973-03-28,3.2636
HUBB.csv,prix fige,1973-03-29,3.2636
HUBB.csv,prix fige,1973-03-30,3.2636
HUBB.csv,prix fige,1973-04-02,3.2636
HUBB.csv,prix fige,1973-04-03,3.2636
HUBB.csv,prix fige,1973-04-04,3.2636
HUBB.csv,prix fige,1973-04-05,3.2636
HUBB.csv,prix fige,1973-04-06,3.2636
HUBB.csv,prix fige,1973-04-09,3.2636
HUBB.csv,prix fige,1973-04-10,3.2636
HUBB.csv,prix fige,1973-04-11,3.2636
HUBB.csv,prix fige,1973-04-12,3.2636
HUBB.csv,prix fige,1973-04-13,3.2636
HUBB.csv,prix fige,1973-04-16,3.2636
HUBB.csv,prix fige,1973-04-17,3.2636
HUBB.csv,prix fige,1973-04-18,3.2636
HUBB.csv,prix fige,1973-04-19,3.2636
HUBB.csv,prix fige,1973-04-23,3.2636
HUBB.csv,prix fige,1973-04-24,3.2636
HUBB.csv,prix fige,1973-04-25,3.2636
HUBB.csv,prix fige,1973-04-26,3.2636
HUBB.csv,prix fige,1973-04-27,3.2636
HUBB.csv,prix fige,1973-04-30,3.2636
HUBB.csv,prix fige,1973-05-01,3.2636
HUBB.csv,prix fige,1973-05-02,3.2636
HUBB.csv,prix fige,1973-05-03,3.2636
HUBB.csv,prix fige,1973-05-04,3.2636
HUBB.csv,prix fige,1973-05-07,3.2636
HUBB.csv,prix fige,1973-05-08,3.2636
HUBB.csv,prix fige,1973-05-09,3.2636
HUBB.csv,prix fige,1973-05-10,3.2636
HUBB.csv,prix fige,1973-05-11,3.2636
HUBB.csv,prix fige,1973-05-14,3.2636
HUBB.csv,prix fige,1973-05-15,3.2636
HUBB.csv,prix fige,1973-05-16,3.2636
HUBB.csv,prix fige,1973-05-17,3.2636
HUBB.csv,prix fige,1973-05-18,3.2636
HUBB.csv,prix fige,1973-05-21,3.2636
HUBB.csv,prix fige,1973-05-22,3.2636
HUBB.csv,prix fige,1973-05-23,3.2636
HUBB.csv,prix fige,1973-05-24,3.2636
HUBB.csv,prix fige,1973-05-25,3.2636
HUBB.csv,prix fige,1973-05-29,3.2636
HUBB.csv,prix fige,1973-05-30,3.2636
HUBB.csv,prix fige,1973-05-31,3.2636
HUBB.csv,prix fige,1973-06-01,3.2636
HUBB.csv,prix fige,1973-06-04,3.2636
HUBB.csv,prix fige,1973-06-05,3.2636
HUBB.csv,prix fige,1973-06-06,3.2636
HUBB.csv,prix fige,1973-06-07,3.2636
HUBB.csv,prix fige,1973-06-08,3.2636
HUBB.csv,prix fige,1973-06-11,3.2636
HUBB.csv,prix fige,1973-06-12,3.2636
HUBB.csv,prix fige,1973-06-13,3.2636
HUBB.csv,prix fige,1973-06-14,3.2636
HUBB.csv,prix fige,1973-06-15,3.2636
HUBB.csv,prix fige,1973-06-18,3.2636
HUBB.csv,prix fige,1973-06-19,3.2636
HUBB.csv,prix fige,1973-06-20,3.2636
HUBB.csv,prix fige,1973-06-21,3.2636
HUBB.csv,prix fige,1973-06-22,3.2636
HUBB.csv,prix fige,1973-06-25,3.2636
HUBB.csv,prix fige,1973-06-26,3.2636
HUBB.csv,prix fige,1973-06-27,3.2636
HUBB.csv,prix fige,1973-06-28,3.2636
HUBB.csv,prix fige,1973-06-29,3.2636
HUBB.csv,prix fige,1973-07-02,3.2636
HUBB.csv,prix fige,1973-07-03,3.2636
HUBB.csv,prix fige,1973-07-05,3.2636
HUBB.csv,prix fige,1973-07-06,3.2636
HUBB.csv,prix fige,1973-07-09,3.2636
HUBB.csv,prix fige,1973-07-10,3.2636
HUBB.csv,prix fige,1973-07-11,3.2636
HUBB.csv,prix fige,1973-07-12,3.2636
HUBB.csv,prix fige,1973-07-13,3.2636
HUBB.csv,prix fige,1973-07-16,3.2636
HUBB.csv,prix fige,1973-07-17,3.2636
HUBB.csv,prix fige,1973-07-18,3.2636
HUBB.csv,prix fige,1973-07-19,3.2636
HUBB.csv,prix fige,1973-07-20,3.2636
HUBB.csv,prix fige,1973-07-23,3.2636
HUBB.csv,prix fige,1973-07-24,3.2636
HUBB.csv,prix fige,1973-07-25,3.2636
HUBB.csv,prix fige,1973-07-26,3.2636
HUBB.csv,prix fige,1973-07-27,3.2636
HUBB.csv,prix fige,1973-07-30,3.2636
HUBB.csv,prix fige,1973-07-31,3.2636
HUBB.csv,prix fige,1973-08-01,3.2636
HUBB.csv,prix fige,1973-08-02,3.2636
HUBB.csv,prix fige,1973-08-03,3.2636
HUBB.csv,prix fige,1973-08-06,3.2636
HUBB.csv,prix fige,1973-08-07,3.2636
HUBB.csv,prix fige,1973-08-08,3.2636
HUBB.csv,prix fige,1973-08-09,3.2636
HUBB.csv,prix fige,1973-08-10,3.2636
HUBB.csv,prix fige,1973-08-13,3.2636
HUBB.csv,prix fige,1973-08-14,3.2636
HUBB.csv,prix fige,1973-08-15,3.2636
HUBB.csv,prix fige,1973-08-16,3.2636
HUBB.csv,prix fige,1973-08-17,3.2636
HUBB.csv,prix fige,1973-08-20,3.2636
HUBB.csv,prix fige,1973-08-21,3.2636
HUBB.csv,prix fige,1973-08-22,3.2636
HUBB.csv,prix fige,1973-08-23,3.2636
HUBB.csv,prix fige,1973-08-24,3.2636
HUBB.csv,prix fige,1973-08-27,3.2636
HUBB.csv,prix fige,1973-08-28,3.2636
HUBB.csv,prix fige,1973-08-29,3.2636
HUBB.csv,prix fige,1973-08-30,3.2636
HUBB.csv,prix fige,1973-08-31,3.2636
HUBB.csv,prix fige,1973-09-04,3.2636
HUBB.csv,prix fige,1973-09-05,3.2636
HUBB.csv,prix fige,1973-09-06,3.2636
HUBB.csv,prix fige,1973-09-07,3.2636
HUBB.csv,prix fige,1973-09-10,3.2636
HUBB.csv,prix fige,1973-09-11,3.2636
HUBB.csv,prix fige,1973-09-12,3.2636
HUBB.csv,prix fige,1973-09-13,3.2636
HUBB.csv,prix fige,1973-09-14,3.2636
HUBB.csv,prix fige,1973-09-17,3.2636
HUBB.csv,prix fige,1973-09-18,3.2636
HUBB.csv,prix fige,1973-09-19,3.2636
HUBB.csv,prix fige,1973-09-20,3.2636
HUBB.csv,prix fige,1973-09-21,3.2636
HUBB.csv,prix fige,1973-09-24,3.2636
HUBB.csv,prix fige,1973-09-25,3.2636
HUBB.csv,prix fige,1973-09-26,3.2636
HUBB.csv,prix fige,1973-09-27,3.2636
HUBB.csv,prix fige,1973-09-28,3.2636
HUBB.csv,prix fige,1973-10-01,3.2636
HUBB.csv,prix fige,1973-10-02,3.2636
HUBB.csv,prix fige,1973-10-03,3.2636
HUBB.csv,prix fige,1973-10-04,3.2636
HUBB.csv,prix fige,1973-10-05,3.2636
HUBB.csv,prix fige,1973-10-08,3.2636
HUBB.csv,prix fige,1973-10-09,3.2636
HUBB.csv,prix fige,1973-10-10,3.2636
HUBB.csv,prix fige,1973-10-11,3.2636
HUBB.csv,prix fige,1973-10-12,3.2636
HUBB.csv,prix fige,1973-10-15,3.2636
HUBB.csv,prix fige,1973-10-16,3.2636
HUBB.csv,prix fige,1973-10-17,3.2636
HUBB.csv,prix fige,1973-10-18,3.2636
HUBB.csv,prix fige,1973-10-19,3.2636
HUBB.csv,prix fige,1973-10-22,3.2636
HUBB.csv,prix fige,1973-10-23,3.2636
HUBB.csv,prix fige,1973-10-24,3.2636
HUBB.csv,prix fige,1973-10-25,3.2636
HUBB.csv,prix fige,1973-10-26,3.2636
HUBB.csv,prix fige,1973-10-29,3.2636
HUBB.csv,prix fige,1973-10-30,3.2636
HUBB.csv,prix fige,1973-10-31,3.2636
HUBB.csv,prix fige,1973-11-01,3.2636
HUBB.csv,prix fige,1973-11-02,3.2636
HUBB.csv,prix fige,1973-11-05,3.2636
HUBB.csv,prix fige,1973-11-06,3.2636
HUBB.csv,prix fige,1973-11-07,3.2636
HUBB.csv,prix fige,1973-11-08,3.2636
HUBB.csv,prix fige,1973-11-09,3.2636
HUBB.csv,prix fige,1973-11-12,3.2636
HUBB.csv,prix fige,1973-11-13,3.2636
HUBB.csv,prix fige,1973-11-14,3.2636
HUBB.csv,prix fige,1973-11-15,3.2636
HUBB.csv,prix fige,1973-11-16,3.2636
HUBB.csv,prix fige,1973-11-19,3.2636
HUBB.csv,prix fige,1973-11-20,3.2636
HUBB.csv,prix fige,1973-11-21,3.2636
HUBB.csv,prix fige,1973-11-23,3.2636
HUBB.csv,prix fige,1973-11-26,3.2636
HUBB.csv,prix fige,1973-11-27,3.2636
HUBB.csv,prix fige,1973-11-28,3.2636
HUBB.csv,prix fige,1973-11-29,3.2636
HUBB.csv,prix fige,1973-11-30,3.2636
HUBB.csv,prix fige,1973-12-03,3.2636
HUBB.csv,prix fige,1973-12-04,3.2636
HUBB.csv,prix fige,1973-12-05,3.2636
HUBB.csv,prix fige,1973-12-06,3.2636
HUBB.csv,prix fige,1973-12-07,3.2636
HUBB.csv,prix fige,1973-12-10,3.2636
HUBB.csv,prix fige,1973-12-11,3.2636
HUBB.csv,prix fige,1973-12-12,3.2636
HUBB.csv,prix fige,1973-12-13,3.2636
HUBB.csv,prix fige,1973-12-14,3.2636
HUBB.csv,prix fige,1973-12-17,3.2636
HUBB.csv,prix fige,1973-12-18,3.2636
HUBB.csv,prix fige,1973-12-19,3.2636
HUBB.csv,prix fige,1973-12-20,3.2636
HUBB.csv,prix fige,1973-12-21,3.2636
HUBB.csv,prix fige,1973-12-24,3.2636
HUBB.csv,prix fige,1973-12-26,3.2636
HUBB.csv,prix fige,1973-12-27,3.2636
HUBB.csv,prix fige,1973-12-28,3.2636
HUBB.csv,prix fige,1973-12-31,3.2636
HUBB.csv,prix fige,1974-01-02,3.2636
HUBB.csv,prix fige,1974-01-03,3.2636
HUBB.csv,prix fige,1974-01-04,3.2636
HUBB.csv,prix fige,1974-01-07,3.2636
HUBB.csv,prix fige,1974-01-08,3.2636
HUBB.csv,prix fige,1974-01-09,3.2636
HUBB.csv,prix fige,1974-01-10,3.2636
HUBB.csv,prix fige,1974-01-11,3.2636
HUBB.csv,prix fige,1974-01-14,3.2636
HUBB.csv,prix fige,1974-01-15,3.2636
HUBB.csv,prix fige,1974-01-16,3.2636
HUBB.csv,prix fige,1974-01-17,3.2636
HUBB.csv,prix fige,1974-01-18,3.2636
HUBB.csv,prix fige,1974-01-21,3.2636
HUBB.csv,prix fige,1974-01-22,3.2636
HUBB.csv,prix fige,1974-01-23,3.2636
HUBB.csv,prix fige,1974-01-24,3.2636
HUBB.csv,prix fige,1974-01-25,3.2636
HUBB.csv,prix fige,1974-01-28,3.2636
HUBB.csv,prix fige,1974-01-29,3.2636
HUBB.csv,prix fige,1974-01-30,3.2636
HUBB.csv,prix fige,1974-01-31,3.2636
HUBB.csv,prix fige,1974-02-01,3.2636
HUBB.csv,prix fige,1974-02-04,3.2636
HUBB.csv,prix fige,1974-02-05,3.2636
HUBB.csv,prix fige,1974-02-06,3.2636
HUBB.csv,prix fige,1974-02-07,3.2636
HUBB.csv,prix fige,1974-02-08,3.2636
HUBB.csv,prix fige,1974-02-11,3.2636
HUBB.csv,prix fige,1974-02-12,3.2636
HUBB.csv,prix fige,1974-02-13,3.2636
HUBB.csv,prix fige,1974-02-14,3.2636
HUBB.csv,prix fige,1974-02-15,3.2636
HUBB.csv,prix fige,1974-02-19,3.2636
HUBB.csv,prix fige,1974-02-20,3.2636
HUBB.csv,prix fige,1974-02-21,3.2636
HUBB.csv,prix fige,1974-02-22,3.2636
HUBB.csv,prix fige,1974-02-25,3.2636
HUBB.csv,prix fige,1974-02-26,3.2636
HUBB.csv,prix fige,1974-02-27,3.2636
HUBB.csv,prix fige,1974-02-28,3.2636
HUBB.csv,prix fige,1974-03-01,3.2636
HUBB.csv,prix fige,1974-03-04,3.2636
HUBB.csv,prix fige,1974-03-05,3.2636
HUBB.csv,prix fige,1974-03-06,3.2636
HUBB.csv,prix fige,1974-03-07,3.2636
HUBB.csv,prix fige,1974-03-08,3.2636
HUBB.csv,prix fige,1974-03-11,3.2636
HUBB.csv,prix fige,1974-03-12,3.2636
HUBB.csv,prix fige,1974-03-13,3.2636
HUBB.csv,prix fige,1974-03-14,3.2636
HUBB.csv,prix fige,1974-03-15,3.2636
HUBB.csv,prix fige,1974-03-18,3.2636
HUBB.csv,prix fige,1974-03-19,3.2636
HUBB.csv,prix fige,1974-03-20,3.2636
HUBB.csv,prix fige,1974-03-21,3.2636
HUBB.csv,prix fige,1974-03-22,3.2636
HUBB.csv,prix fige,1974-03-25,3.2636
HUBB.csv,prix fige,1974-03-26,3.2636
HUBB.csv,prix fige,1974-03-27,3.2636
HUBB.csv,prix fige,1974-03-28,3.2636
HUBB.csv,prix fige,1974-03-29,3.2636
HUBB.csv,prix fige,1974-04-01,3.2636
HUBB.csv,prix fige,1974-04-02,3.2636
HUBB.csv,prix fige,1974-04-03,3.2636
HUBB.csv,prix fige,1974-04-04,3.2636
HUBB.csv,prix fige,1974-04-05,3.2636
HUBB.csv,prix fige,1974-04-08,3.2636
HUBB.csv,prix fige,1974-04-09,3.2636
HUBB.csv,prix fige,1974-04-10,3.2636
HUBB.csv,prix fige,1974-04-11,3.2636
HUBB.csv,prix fige,1974-04-15,3.2636
HUBB.csv,prix fige,1974-04-16,3.2636
HUBB.csv,prix fige,1974-04-17,3.2636
HUBB.csv,prix fige,1974-04-18,3.2636
HUBB.csv,prix fige,1974-04-19,3.2636
HUBB.csv,prix fige,1974-04-22,3.2636
HUBB.csv,prix fige,1974-04-23,3.2636
HUBB.csv,prix fige,1974-04-24,3.2636
HUBB.csv,prix fige,1974-04-25,3.2636
HUBB.csv,prix fige,1974-04-26,3.2636
