date,rho
2010-06-10,0.46733419881054483
2010-07-12,0.4554410854028097
2010-08-10,0.47491160437347985
2010-09-09,0.48176887180715705
2010-10-08,0.4808268831675119
2010-11-08,0.4706291723342787
2010-12-08,0.4665572689180305
2011-01-07,0.46678386773555586
2011-02-08,0.452288079815608
2011-03-10,0.4586917239804855
2011-04-08,0.4582019243992849
2011-05-10,0.428633989052756
2011-06-09,0.37164263202024583
2011-07-11,0.3631125608467824
2011-08-09,0.42642375709065355
2011-09-08,0.48212477085736594
2011-10-07,0.5121892356002492
2011-11-07,0.5332748698318135
2011-12-07,0.5556791784028582
2012-01-09,0.5649275420463404
2012-02-08,0.5613159950509293
2012-03-09,0.5644971276124727
2012-04-10,0.5731866734505646
2012-05-09,0.5734059877454097
2012-06-08,0.5587193614817934
2012-07-10,0.5656842930460961
2012-08-08,0.5251787677783524
2012-09-07,0.47203332452778884
2012-10-08,0.4320294937659385
2012-11-08,0.3942189420658676
2012-12-10,0.34150115577899665
2013-01-10,0.3288900992711383
2013-02-11,0.33187599458733313
2013-03-13,0.3358320838924965
2013-04-12,0.32603976437463106
2013-05-13,0.33269890547323944
2013-06-12,0.3153244796673638
2013-07-12,0.3030034993967936
2013-08-12,0.2918889921260725
2013-09-11,0.29757723816998943
2013-10-10,0.3069759386702341
2013-11-08,0.29273237837235727
2013-12-10,0.290234040964594
2014-01-10,0.2739082990241699
2014-02-11,0.2954299569663688
2014-03-13,0.2875557655607428
2014-04-11,0.2914655412307401
2014-05-13,0.27799721899589513
2014-06-12,0.26354412367099844
2014-07-14,0.23058663115515501
2014-08-12,0.2464320837251421
2014-09-11,0.2366994366594027
2014-10-10,0.25749696452885906
2014-11-10,0.2731469059383095
2014-12-10,0.2806972210117159
2015-01-12,0.307152681065334
2015-02-11,0.29238417062452987
2015-03-13,0.29077870171245584
2015-04-14,0.2922659238112598
2015-05-13,0.29746947714224026
2015-06-12,0.30437786363343744
2015-07-14,0.31633541081997096
2015-08-12,0.27651502304577186
2015-09-11,0.34267198987784797
2015-10-12,0.3423606442155013
2015-11-10,0.31662541261969124
2015-12-10,0.3195213548274509
2016-01-12,0.31416775013338455
2016-02-11,0.333003131419726
2016-03-14,0.343073878686875
2016-04-13,0.34216097449748223
2016-05-12,0.3352859620663206
2016-06-13,0.3342077585858592
2016-07-13,0.3502898152118088
2016-08-11,0.35570274635921334
2016-09-12,0.31605551008839267
2016-10-11,0.3153170960067024
2016-11-09,0.32126419446378546
2016-12-09,0.3097295070668843
2017-01-11,0.2952565157712968
2017-02-10,0.259397813459995
2017-03-14,0.24592937893512284
2017-04-12,0.2441959105232779
2017-05-12,0.24584422584533958
2017-06-13,0.24287811055674052
2017-07-13,0.20021609337444463
2017-08-11,0.20162525793322417
2017-09-12,0.1936749099577157
2017-10-11,0.17416994688182963
2017-11-09,0.1638521317252743
2017-12-11,0.16661432699567638
2018-01-11,0.1645387762273477
2018-02-12,0.22267691905914994
2018-03-14,0.23208622461011294
2018-04-13,0.27006194853415255
2018-05-14,0.26834171420857766
2018-06-13,0.26108044104156153
2018-07-13,0.2561700846048931
2018-08-13,0.25526394412728814
2018-09-12,0.24529832602844265
2018-10-11,0.2557495116247562
2018-11-09,0.27570768979650573
2018-12-12,0.2962941907410941
2019-01-14,0.33793603286266827
2019-02-13,0.32319471050031484
2019-03-15,0.3246707233182483
2019-04-15,0.30544355189083966
2019-05-15,0.31294998093187065
2019-06-14,0.32161134912646544
2019-07-16,0.32543249855342693
2019-08-14,0.34729354781150706
2019-09-13,0.3609019040459638
2019-10-14,0.36766981547228317
2019-11-12,0.3570971146319708
2019-12-12,0.34339669484844737
2020-01-14,0.2871732747373513
2020-02-13,0.29113789340326074
2020-03-16,0.5588401732242747
2020-04-15,0.5431889429465626
2020-05-14,0.5573538652407911
2020-06-15,0.5723573419733251
2020-07-15,0.573822950970173
2020-08-13,0.564420873482289
2020-09-14,0.5661185154858198
2020-10-13,0.5660397206694855
2020-11-11,0.5626531910051468
2020-12-11,0.5622664422506987
2021-01-13,0.5592851183003122
2021-02-12,0.5538101611392194
2021-03-16,0.4450007073629819
2021-04-15,0.352891999779855
2021-05-14,0.3239590508995537
2021-06-15,0.2728939881757003
2021-07-15,0.26786392887580984
2021-08-13,0.2825415427467745
2021-09-14,0.26365487427033957
2021-10-13,0.25953005611949587
2021-11-11,0.2507527683169368
2021-12-13,0.25787053358029216
2022-01-12,0.265071657774239
2022-02-11,0.2846286551290426
2022-03-15,0.29684354528581636
2022-04-13,0.30254917853985946
2022-05-13,0.3351959076010193
2022-06-14,0.37814132783720816
2022-07-15,0.39002501975355297
2022-08-15,0.39894512570689195
2022-09-14,0.4218811396662551
2022-10-13,0.44581422004170623
2022-11-11,0.4717912277441994
2022-12-13,0.477602603768147
2023-01-13,0.4888676386166284
2023-02-14,0.4869877470743933
2023-03-16,0.49406852892653286
2023-04-17,0.49360466015196197
2023-05-16,0.4717961413967022
2023-06-15,0.439530140679059
2023-07-18,0.4304956018911404
2023-08-16,0.41308162040988544
2023-09-15,0.3877770572994166
2023-10-16,0.3532844032113385
2023-11-14,0.32075820940256045
2023-12-14,0.3007702093346656
2024-01-17,0.28036834918389225
2024-02-15,0.26872787427287514
2024-03-18,0.24489300369494488
2024-04-17,0.2396188309783625
2024-05-16,0.23932228178615078
2024-06-17,0.2319880105662215
2024-07-18,0.22619299086921102
2024-08-16,0.2622938238960724
2024-09-17,0.2745520052115808
2024-10-16,0.2654540228678552
2024-11-14,0.23950052877136174
2024-12-16,0.23381961758497824
2025-01-17,0.24326894515720995
2025-02-19,0.21689578511209812
2025-03-20,0.2568716621393975
2025-04-21,0.3693451196258731
2025-05-20,0.37968400000686203
2025-06-20,0.38704638357494053
2025-07-22,0.3885256382955842
2025-08-20,0.368215501774027
2025-09-19,0.354895620424168
2025-10-20,0.3569301054028044
2025-11-18,0.3607999445384889
2025-12-18,0.37084316252776284
2026-01-21,0.3630592927868717
2026-02-20,0.35419762435236224
2026-03-23,0.34466895646322293
2026-04-22,0.2260687884240727
2026-05-21,0.20678214748230936
2026-06-23,0.20898082119025338
2026-07-23,0.2086907447272047
2026-08-21,0.216750781412225
