date,P1_reeq,P1_cons,P10_reeq,P10_cons,P2_reeq,P2_cons,P3_reeq,P3_cons,P4_reeq,P4_cons,P5_reeq,P5_cons,P6_reeq,P6_cons,P7_reeq,P7_cons,P8_reeq,P8_cons,P9_reeq,P9_cons
2019-08-29,1636.4984421593035,1091.9520747045149,906.915525124492,1056.0470638802171,1591.9692930292551,1034.7260706802415,1431.9692591717787,1221.5200627226789,5274.696921688109,919.1274423093524,1476.0113879879473,1004.5410196809424,952.8312281343632,849.1675900358752,1391.4680683568608,1245.1338711706555,3037.673973719547,1301.3912090701444,746.7212287152529,431.4100647100916
2019-08-30,1641.853749718689,1094.6517142738583,906.5660063185928,1054.6916631123015,1597.7587517232948,1037.9680632642148,1434.3485831040412,1221.5941603948502,5266.144374868211,917.2661670168218,1482.2524633594678,1008.7248001802441,954.8810385700491,850.0743417103948,1401.0930555005664,1252.4533822839776,3041.481119328789,1303.4723444297706,750.4416287553058,432.91799595188525
2019-09-03,1632.336116604736,1088.0331625179065,905.6355880535431,1063.347593369105,1583.093626633292,1025.6960295357765,1447.5304033108337,1241.0131600476957,5251.090425482047,918.3251084362981,1458.7640188576765,992.3958232267516,969.2929336087219,863.9656472046721,1370.5239713520727,1222.3792086087503,3089.020272809839,1323.4029068862626,745.4225134740851,430.6221018878061
2019-09-04,1654.1448200634086,1102.9483233020374,916.9919355586601,1077.3931286282598,1606.9291348086501,1041.5658535664588,1456.1879548801649,1249.8882004997008,5313.990504223453,927.1838767875703,1490.0436159005824,1013.929105636872,971.4734909003579,865.6981127349073,1387.4107744451899,1239.8637825456128,3112.3945529027833,1337.0495614190008,760.0134751265949,437.86814222849625
2019-09-05,1679.4552328783595,1124.0426483596602,928.067182882349,1106.9453797365916,1638.2801845122585,1064.5382414506912,1451.5582405891732,1259.8891161745141,5383.385171634594,938.646249206212,1532.52056896202,1047.950097460471,962.1960310157895,855.9610713976264,1423.4618440502675,1271.5744334919177,3089.1889737634165,1328.907521003576,778.0715296159468,445.0838149189651
2019-09-06,1678.2700478536203,1120.0332683446188,928.1411376416243,1084.9044882726334,1638.4941004015623,1064.110841334019,1445.0815323449665,1240.490864017606,5346.59517024206,930.0277315963503,1535.2265750507954,1049.9613351674598,957.4412884449582,851.2095318579026,1424.5344295426726,1271.4959751457427,3103.151930742111,1339.8812070352083,776.4509891308213,445.27064355964984
2019-09-09,1679.9034976392131,1118.508005498524,936.0383260229851,1083.71692874605,1641.813979033997,1064.406765628428,1439.6309480457494,1231.24757816887,5301.995984532248,919.6647823375056,1539.0045663209883,1050.7234785777193,950.3999847663555,844.7952510764901,1436.1854013345119,1279.1589985293417,3080.3065934058245,1334.986641676803,776.1806274450203,440.6507966128891
2019-09-10,1682.5795816507346,1116.5896212773505,939.7775855793097,1070.305648872025,1644.6410044814966,1065.0713626682343,1441.0940892777617,1218.369635012896,5236.16909949379,910.3488845927186,1546.8317466860185,1055.3661746709727,951.8077360338825,845.5341827695518,1453.473585639437,1287.7151296425886,3044.689449184346,1320.9945260512984,767.3328276895455,431.611200297945
2019-09-11,1701.435847181027,1129.093938755612,945.1541137183907,1072.74895328359,1663.813675284286,1078.8567136617319,1454.2933349784469,1223.5291438527308,5282.098701741257,919.5597703893715,1575.0645626255962,1076.2445693734994,962.9358082711284,854.6419665629786,1470.461631695898,1300.7703640438992,3031.13277241921,1318.5526431270864,774.277307359402,435.19489136403547
2019-09-12,1705.9043596242716,1133.9714254069484,949.9813229988894,1085.7142591568938,1668.7397881075606,1082.5599998938437,1455.8984346884015,1232.7523240819453,5297.410847459048,926.2230555392796,1580.6458404652199,1082.5825118046498,965.5284116448357,856.8784156645953,1466.4317168470122,1295.3426484362976,3063.442315098747,1326.1237545522636,776.3228319214783,439.01642961413427
2019-09-13,1705.253162170677,1130.7993525328568,955.7609450428945,1087.6509957609685,1668.3478886061741,1079.8423605663913,1454.3755750542505,1228.789612023503,5277.472240034437,920.8224494664901,1577.5856095199508,1075.809545758755,962.383682646484,853.3347084379856,1474.9966213353757,1303.2556628966088,3022.640982862375,1305.4011022917757,774.8372105568084,437.000812345065
2019-09-16,1705.786196953571,1135.9724517839427,965.0547257311146,1130.6881414193729,1665.2844571226408,1077.7800417969524,1469.1008269091842,1265.113986439333,5277.1321723017645,922.2167968229298,1570.1968846487591,1070.698675443858,965.9582517019778,855.8012090781361,1468.786302178094,1297.9155788438263,3055.412653725072,1320.932134994885,773.8612513508348,436.8334014007548
2019-09-17,1711.0456537846017,1135.38359672936,960.8221941709106,1095.346046894572,1670.012290396606,1081.3221227833628,1475.2413392738101,1246.596998799069,5339.190651758862,932.6455148186428,1568.601759219333,1070.6359144953437,973.5423517714073,863.8720614587196,1467.5073209038299,1298.5052369523487,3092.683811409967,1338.5678473565222,782.4527602900445,441.7967232819224
2019-09-18,1710.9183881764113,1134.7524373140236,959.5222850384985,1095.4279638069615,1669.43234263823,1080.1985465684263,1476.9418792302358,1248.119476561276,5344.497258139827,933.2973283930952,1563.00632916063,1066.9534630404448,977.3540934860785,866.6067615406079,1463.561824296743,1293.5216609025915,3078.757922888727,1325.9988941237343,789.8710832454645,447.20233594580606
2019-09-19,1706.5372007565766,1131.105944202742,952.673697886713,1077.0955931399812,1663.5099157152129,1077.4657700325176,1479.7172607579269,1240.755429061765,5376.016042205471,938.0932801273154,1551.3984753364348,1060.1245283044695,980.2827759751067,869.7976258077218,1456.6353730601231,1289.7193125115623,3093.4825897244045,1325.3028913915875,790.0597983954009,447.57703187781584
2019-09-20,1696.9481737929314,1123.7270378877151,948.7075389159442,1068.6915369926683,1651.6594252442917,1068.9838376918426,1481.369355055578,1239.1282251305101,5364.311504903446,935.6080138182049,1534.5844572524636,1046.7260114325256,984.0854138994229,873.4129917332483,1445.8743956943579,1279.722257235613,3085.289143695337,1326.3750467815566,781.7165486851818,443.52807876970684
2019-09-23,1700.5062371430245,1125.3404368851616,951.6907571691718,1079.2298654497338,1655.0648085070015,1069.2307935440404,1484.7024188001349,1246.4702496090424,5341.226935495099,930.2524914670856,1537.0425268213646,1047.2677168520045,985.4254886070917,873.9332368679837,1448.4935951569657,1281.0109479357184,3092.3752923001007,1328.4087347370146,787.5577330911459,445.13731820665356
2019-09-24,1686.1427236141778,1115.8089724749225,938.4881686344288,1068.964026223863,1637.6412522631194,1057.2095976142261,1485.8598593270106,1249.407028264981,5238.905087568808,905.1961970054714,1513.6086385357846,1034.3153673931386,993.9955913012598,882.3800042738513,1435.9570009043166,1272.2309727803759,3080.27413181369,1329.5913424900064,780.6070555892159,440.59823980154295
2019-09-25,1704.5041733888804,1126.3854321913018,945.3304867582517,1072.4001147199608,1658.615345511039,1070.046842993502,1489.545902980382,1248.9868210877926,5274.527576333984,910.7228040764365,1539.5044646293766,1051.27548862884,994.6703989212378,883.2139448315784,1450.3626047327937,1285.3153930327123,3094.3828696260016,1333.909510830186,799.5204397182648,448.7036921371416
