cik,depot,source_url,texte,texte_sha256,couverture,collecte_le
0002089271,0001628280-26-043193,https://www.sec.gov/Archives/edgar/data/2089271/000162828026043193/exhibit991-informationstat.htm,data/review/sources_finition_2026-09-08/HONA.txt,4f362d071bcca52a9c0a18092013d524be9be9e54b196a7f889394d5c55a09a7,extrait_officiel_relu,2026-09-08
